@@374686	##	fo
That	that	dd1_cst
annoying	annoying	jj
curtain	curtain	nn1
separating	separate	vvg_jj
first	first	md
class	class	nn1
from	from	ii
coach	coach	nn1
on	on	ii
most	most	dat
airplane	airplane	nn1
flights	flight	nn2
may	may	vm
be	be	vbi
facing	face	vvg
its	its	appge
own	own	da
final	final	jj_nn1
curtain	curtain	nn1
.	.	y
The	the	at
Transportation	transportation	nn1
Security	security	nn1
Administration	administration	nn1
(	(	y
TSA	tsa	np1
)	)	y
,	,	y
which	which	ddq
oversees	oversee	vvz
aviation	aviation	nn1
security	security	nn1
,	,	y
has	have	vhz
told	tell	vvn
the	the	at
airlines	airline	nn2
that	that	cst
it	it	pph1
wants	want	vvz
the	the	at
barrier	barrier	nn1
removed	remove	vvd_vvn
permanently	permanently	rr
,	,	y
to	to	to
allow	allow	vvi
cabin	cabin	nn1
crews	crew	nn2
and	and	cc
federal	federal	jj
air	air	nn1
marshals	marshal	nn2_vvz
(	(	y
FAMs	fams	np2_vvz_nn2	
)	)	y
to	to	to
see	see	vvi
the	the	at
entire	entire	jj
cabin	cabin	nn1
.	.	y
Some	some	dd
airlines	airline	nn2
are	be	vbr
not	not	xx
thrilled	thrill	vvn
with	with	iw
the	the	at
move	move	nn1
,	,	y
which	which	ddq
could	could	vm
happen	happen	vvi
by	by	ii
the	the	at
end	end	nn1
of	of	io
the	the	at
month	month	nnt1
.	.	y
Much	much	da1
of	of	io
their	their	appge
profit	profit	nn1
comes	come	vvz
from	from	ii
passengers	passenger	nn2
paying	pay	vvg
high	high	jj_rr@
first-class	first-class	jj
fares	fare	nn2
,	,	y
and	and	cc
the	the	at
companies	company	nn2
are	be	vbr
afraid	afraid	jj
of	of	io
doing	do	vdg
anything	anything	pn1
to	to	to
alienate	alienate	vvi
those	those	dd2
premium	premium	jj
flyers	flyer	nn2
.	.	y
"	"	"
Privacy	privacy	nn1
is	be	vbz
a	a	at1
huge	huge	jj
issue	issue	nn1
for	for	if
travelers	traveler	nn2
in	in	ii
the	the	at
front	front	nn1
of	of	io
the	the	at
plane	plane	nn1
,	,	y
"	"	"
says	say	vvz
Matthew	matthew	np1
Bennett	bennett	np1
,	,	y
publisher	publisher	nn1
of	of	io
