@@367512	##	fo
 -- 	--	nn1_jj
In	in	ii
a	a	at1
Detroit	detroit	np1
suburb	suburb	nn1
,	,	y
a	a	at1
man	man	nn1
walked	walk	vvd_vvn@
onto	onto	ii
a	a	at1
private	private	jj
plane	plane	nn1
and	and	cc
greeted	greet	vvd
the	the	at
co-pilot	co-pilot	nn1
with	with	iw
"	"	"
Hi	hi	uh
,	,	y
Jack	jack	np1
!	!	!
"	"	"
The	the	at
salutation	salutation	nn1
,	,	y
picked	pick	vvd_vvn
up	up	rp
by	by	ii
a	a	at1
microphone	microphone	nn1
and	and	cc
interpreted	interpret	vvd_vvn
as	as	csa_ii@
"	"	"
hijack	hijack	nn1
,	,	y
"	"	"
caused	cause	vvd_vvn
police	police	nn2
,	,	y
the	the	at
county	county	nn1
sheriff	sheriff	nn1
's	's	ge
SWAT	swat	nn1_np1
team	team	nn1
and	and	cc
the	the	at
FBI	fbi	np1
to	to	to
arrive	arrive	vvi
at	at	ii
the	the	at
scene	scene	nn1
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
A	a	zz1
Canadian	canadian	jj
judge	judge	nn1
was	be	vbdz
rebuked	rebuke	vvn
for	for	if
denying	deny	vvg
a	a	at1
native	native	jj
New	new	jj
Yorker	yorker	np1
,	,	y
who	who	pnqs
has	have	vhz
lived	live	vvn
in	in	ii
Montreal	montreal	np1
since	since	ii
1944	1944	mc
,	,	y
Canadian	canadian	jj_nn1
citizenship	citizenship	nn1
for	for	if
not	not	xx
speaking	speak	vvg_jj@
English	english	nn1_jj
well	well	rr
enough	enough	rr_dd
.	.	y
<P>	<p>	null	
 -- 	--	zz
Advocates	advocate	nn2
for	for	if
the	the	at
deaf	deaf	jj
expressed	express	jj@
anger	anger	nn1
that	that	cst
the	the	at
season	season	nnt1
finale	finale	nn1
of	of	io
NYPD	nypd	np1_nn1
Blue	blue	nn1@_jj
featured	feature	vvd_vvn
a	a	at1
deaf	deaf	jj
actor	actor	nn1
signing	sign	vvg
a	a	at1
prayer	prayer	nn1
that	that	cst_dd1
deaf	deaf	jj
viewers	viewer	nn2
claim	claim	nn1_vv0
made	make	vvd_vvn
no	no	at
logical	logical	jj
sense	sense	nn1
.	.	y
