@@366714	##	fo
Following	follow	vvg_jj@_ii@
drubbings	drubbings	nn2
in	in	ii
Super	super	jj
Tuesday	tuesday	npd1
primaries	primary	nn2
,	,	y
Bill	bill	np1
Bradley	bradley	np1
ended	end	vvd
his	his	appge
campaign	campaign	nn1
and	and	cc
John	john	np1
McCain	mccain	np1
deemed	deem	vvd@
his	his	appge
suspended	suspend	jj
.	.	y
They	they	pphs2
bowed	bow	vvd
out	out	rp
using	use	vvg
slightly	slightly	rr
different	different	jj
styles	style	nn2
.	.	y
<P>	<p>	null	
OPENING	open	vvg_nn1_jj@
JOKE	joke	nn1
<P>	<p>	null	
Bradley	bradley	np1
:	:	y
"	"	"
I	i	ppis1
want	want	vv0
to	to	to
begin	begin	vvi
this	this	dd1
morning	morning	nnt1
with	with	iw
a	a	at1
discussion	discussion	nn1
of	of	io
my	my	appge
favorite	favorite	jj_nn1
books	book	nn2
.	.	y
"	"	"
<P>	<p>	null	
McCain	mccain	np1
:	:	y
None	none	pn
<P>	<p>	null	
ENDORSEMENT	endorsement	nn1	
<P>	<p>	null	
Bradley	bradley	np1
:	:	y
"	"	"
I	i	ppis1
will	will	vm
support	support	vvi
Gore	gore	np1
.	.	y
"	"	"
<P>	<p>	null	
McCain	mccain	np1
:	:	y
None	none	pn
<P>	<p>	null	
PARTING	part	vvg_nn1_jj@
GIFTS	gift	nn2
FOR	for	if
THE	the	at
PRESS	press	nn1
<P>	<p>	null	
Bradley	bradley	np1
:	:	y
A	a	at1@_zz1
box	box	nn1
of	of	io
lozenges	lozenge	nn2
;	;	y
a	a	at1
Tiffany	tiffany	np1
key	key	jj_nn1
chain	chain	nn1
with	with	iw
an	an	at1
athletic	athletic	jj
shoe	shoe	nn1
<P>	<p>	null	
McCain	mccain	np1
:	:	y
None	none	pn
