@@379244	##	fo
"	"	"
A	a	zz1
lightsaber	lightsaber	nn1
used	use	vvn_vvd
in	in	ii
the	the	at
original	original	jj
Star	star	nn1_jj@
Wars	war	nn2
was	be	vbdz
bought	buy	vvn
for	for	if
$200,000	$200,000	nnu
at	at	ii
a	a	at1
recent	recent	jj
auction	auction	nn1
.	.	y
The	the	at
buyer	buyer	nn1
wishes	wish	vvz_nn2
to	to	to
remain	remain	vvi
anonymous	anonymous	jj
and	and	cc
a	a	at1
virgin	virgin	nn1_jj
.	.	y
"	"	"
 -- 	--	zz
CONAN	conan	np1
O'BRIEN	o'brien	np1
<P>	<p>	null	
"	"	"
President	president	nnb
Bush	bush	np1
had	have	vhd
his	his	appge
physical	physical	jj
a	a	at1
couple	couple	nn1
days	day	nnt2
ago	ago	ra
,	,	y
and	and	cc
doctors	doctor	nn2
say	say	vv0
that	that	cst
President	president	nnb
Bush	bush	np1
is	be	vbz
likely	likely	rr@_jj
our	our	appge
most	most	rgt
fit	fit	jj
President	president	nn1
in	in	ii
the	the	at
history	history	nn1
of	of	io
the	the	at
United	united	np1
States	state	np1
.	.	y
That	that	dd1
means	mean	vvz
if	if	cs_csw@
anything	anything	pn1
happens	happen	vvz
to	to	ii@_to
Cheney	cheney	np1
,	,	y
he	he	pphs1
can	can	vm
jump	jump	vvi
in	in	rp@
and	and	cc
take	take	vvi
over	over	rp
.	.	y
"	"	"
 -- 	--	zz
DAVID	david	np1
LETTERMAN	letterman	np1_nn1
<P>	<p>	null	
"	"	"
Some	some	dd
sad	sad	jj
news	news	nn1
 -- 	--	nn1_jj
King	king	nnb
Fahd	fahd	np1
of	of	io
Saudi	saudi	np1
Arabia	arabia	np1
has	have	vhz
died	die	vvn
.	.	y
In	in	ii
respect	respect	nn1
,	,	y
the	the	at
Saudi	saudi	jj
royal	royal	jj
family	family	nn1
lowered	lower	vvd_vvn
their	their	appge
flag	flag	nn1
and	and	cc
raised	raise	vvd_vvn
their	their	appge
oil	oil	nn1
prices	price	nn2
.	.	y
"	"	"
 -- 	--	zz
JAY	jay	np1
LENO	leno	np1	
