@@381220	##	fo
President	president	nnb
Bush	bush	np1
last	last	md
week	week	nnt1
created	create	vvd_vvn
the	the	at
Northwestern	northwestern	jj
Hawaiian	hawaiian	jj
Islands	island	nn2
Marine	marine	jj
National	national	jj
Monument	monument	nn1
,	,	y
the	the	at
largest	large	jjt
marine	marine	jj_nn1@
preserve	preserve	nn1@_vv0
in	in	ii
the	the	at
world	world	nn1
.	.	y
It	it	pph1
is	be	vbz
100	100	mc
times	time	nnt2
as	as	rg
big	big	jj
as	as	csa
Yosemite	yosemite	np1
and	and	cc
protects	protect	vvz
species	species	nn
like	like	ii
the	the	at
Hawaiian	hawaiian	jj
monk	monk	nn1
seal	seal	nn1_vv0
,	,	y
right	right	rr_nn1_jj
,	,	y
which	which	ddq
should	should	vm
thank	thank	vvi
Laura	laura	np1
Bush	bush	np1
.	.	y
She	she	pphs1
invited	invite	vvd
Jean-Michel	jean-michel	np1
Cousteau	cousteau	np1
,	,	y
Jacques	jacques	np1
's	's	ge
son	son	nn1
,	,	y
to	to	ii
the	the	at
White	white	np1
House	house	nn1
in	in	ii
April	april	npm1
to	to	to
screen	screen	vvi
a	a	at1
film	film	nn1
on	on	ii
the	the	at
islands	island	nn2
.	.	y
White	white	np1
House	house	nn1
Council	council	nn1
on	on	ii
Environmental	environmental	jj
Quality	quality	nn1
chairman	chairman	nn1
James	james	np1
Connaughton	connaughton	np1	
says	say	vvz
the	the	at
President	president	nn1
and	and	cc
Cousteau	cousteau	np1_nn1
then	then	rt
talked	talk	vvd_vvn
ocean	ocean	nn1
policy	policy	nn1
over	over	ii
supper	supper	nn1
(	(	y
no	no	at
fish	fish	nn
)	)	y
and	and	cc
into	into	ii
the	the	at
night	night	nnt1
.	.	y
Two	two	mc
months	month	nnt2
later	later	jjr_rrr
 -- 	--	nn1_jj
it	it	pph1
usually	usually	rr
takes	take	vvz
two	two	mc
years	year	nnt2
 -- 	--	zz
Bush	bush	np1_nn1@
made	make	vvd
his	his	appge
proclamation	proclamation	nn1
,	,	y
adding	add	vvg
a	a	at1
surprising	surprising	jj
green	green	jj_nn1
stripe	stripe	nn1
to	to	ii
his	his	appge
legacy	legacy	nn1
.	.	y
