@@366708	##	fo
When	when	rrq_cs
an	an	at1
eccentric	eccentric	jj
old	old	jj
Mongolian	mongolian	nn1
walked	walk	vvd_vvn@
into	into	ii
the	the	at
backyard	backyard	nn1
of	of	io
a	a	at1
laid-back	laid-back	jj
American	american	jj
poet	poet	nn1
in	in	ii
1987	1987	mc
,	,	y
neither	neither	rr_dd1
imagined	imagine	vvn_vvd_jj
,	,	y
surely	surely	rr
,	,	y
that	that	cst
they	they	pphs2
would	would	vm
one	one	mc1
day	day	nnt1
be	be	vbi
lurching	lurch	vvg
through	through	ii_rp@
modern	modern	jj
China	china	nn1@_np1
in	in	ii31
search	search	ii32
of	of	ii33
a	a	at1
teacher	teacher	nn1
's	's	ge
grave	grave	nn1_jj
.	.	y
But	but	ccb
Tsing	tsing	np1
Tsai	tsai	np1@_fw
proved	prove	vvd
to	to	to
be	be	vbi
no	no	at
ordinary	ordinary	jj
monk	monk	nn1
,	,	y
poet	poet	nn1
and	and	cc
kung-fu	kung-fu	jj_nn1
master	master	nn1
;	;	y
and	and	cc
George	george	np1
Crane	crane	np1
turned	turn	vvd
out	out	rp
to	to	to
be	be	vbi
a	a	at1
sympathetic	sympathetic	jj
Sancho	sancho	np1_nn1
Panza	panza	np1_nn1@
and	and	cc
inner	inner	jj
Mongolian	mongolian	nn1
at	at	ii
heart	heart	nn1
.	.	y
Written	write	vvn
with	with	iw
the	the	at
quick	quick	jj
,	,	y
vivid	vivid	jj
immediacy	immediacy	nn1
of	of	io
an	an	at1
ancient	ancient	jj
Eastern	eastern	jj
poem	poem	nn1
,	,	y
Bones	bone	nn2
beautifully	beautifully	rr
recounts	recount	vvz
the	the	at
recent	recent	jj
heartbreaking	heartbreaking	jj
history	history	nn1
of	of	io
Mongolia	mongolia	np1
 -- 	--	nn1_jj
and	and	cc
shows	show	vvz_nn2
how	how	rrq
spirit	spirit	nn1
can	can	vm
get	get	vvi
the	the	at
better	better	jjr_nn1%_rrr
of	of	io
even	even	rr
the	the	at
deepest	deepest	jjt
sorrow	sorrow	nn1
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Pico	pico	np1
Iyer	iyer	np1	
