@@366115	##	fo
Marriage	marriage	nn1
can	can	vm
be	be	vbi
a	a	at1
pill	pill	nn1
.	.	y
Especially	especially	rr
when	when	cs_rrq
you	you	ppy
have	have	vh0
been	be	vbn
hired	hire	vvn
to	to	to
kill	kill	vvi
your	your	appge
husband	husband	nn1
and	and	cc
 -- 	--	nn1_jj
unbeknownst	unbeknownst	rr_jj@
to	to	ii
you	you	ppy
 -- 	--	zz
he	he	pphs1
has	have	vhz
been	be	vbn
retained	retain	vvn
to	to	to
return	return	vvi
the	the	at
favor	favor	nn1
.	.	y
In	in	ii
next	next	md
June	june	npm1
's	's	ge
Mr.	mr.-	nnb
and	and	cc
Mrs.	mrs.-	nnb
Smith	smith	np1
,	,	y
BRAD	brad	np1
PITT	pitt	np1
and	and	cc
ANGELINA	angelina	np1
JOLIE	jolie	np1_nn1
play	play	vv0_nn1
married	married	jj
assassins	assassin	nn2
who	who	pnqs
keep	keep	vv0
their	their	appge
real	real	jj
identities	identity	nn2
secret	secret	jj_nn1
until	until	cs
they	they	pphs2
each	each	dd1
get	get	vv0
assigned	assign	vvn
a	a	at1
job	job	nn1
that	that	cst_dd1
hits	hit	vvz
a	a	rr21
little	little	rr22
too	too	rg
close	close	rr_jj
to	to	ii
home	home	nn1
.	.	y
The	the	at
fallout	fallout	nn1
is	be	vbz
matrimonial	matrimonial	jj
as	as	rg
much	much	da1
as	as	csa
it	it	pph1
is	be	vbz
martial	martial	jj
.	.	y
Now	now	rt
,	,	y
do	do	vd0
n't	n't	xx
worry	worry	vvi
:	:	y
there	there	ex
are	be	vbr
still	still	jj@_rr
pyrotechnics	pyrotechnic	nn2
and	and	cc
Jolie	jolie	np1
's	's	ge
trademark	trademark	nn1
self-performed	self-performed	nn1_jj	
stunts	stunt	nn2
.	.	y
But	but	ccb
in	in	ii
the	the	at
end	end	nn1
,	,	y
the	the	at
characters	character	nn2
find	find	vv0
that	that	cst
the	the	at
toughest	tough	jjt
thing	thing	nn1
about	about	ii
a	a	at1
day	day	nnt1
at	at	ii
the	the	at
office	office	nn1
is	be	vbz
coming	come	vvg
home	home	rl
afterward	afterward	rl
.	.	y
"	"	"
We	we	ppis2
're	be	vbr
impressed	impress	vvn
by	by	ii
the	the	at
wrong	wrong	jj
things	thing	nn2
,	,	y
"	"	"
says	say	vvz
director	director	nn1
Doug	doug	np1
Liman	liman	np1
,	,	y
who	who	pnqs
did	do	vdd
the	the	at
Bourne	bourne	np1
action-adventure	action-adventure	jj_nn1
franchise	franchise	nn1
.	.	y
"	"	"
Try	try	vv0
to	to	to
make	make	vvi
a	a	at1
woman	woman	nn1
happy	happy	jj
for	for	if
six	six	mc
years	year	nnt2
of	of	io
marriage	marriage	nn1
.	.	y
I	i	ppis1
'd	have	vm
like	like	vvi
to	to	to
see	see	vvi
James	james	np1
Bond	bond	np1
do	do	vd0
that	that	dd1
.	.	y
"	"	"
