@@363973	##	fo
One	one	mc1
alarming	alarming	jj
fact	fact	nn1
you	you	ppy
'll	will	vm
learn	learn	vvi
from	from	ii
songstress	songstress	nn1
SHAKIRA	shakira	np1_nn1	
'S	's	ge_vbz
new	new	jj
DVD	dvd	np1
documentary	documentary	nn1
,	,	y
Shakira	shakira	np1
Live	live	jj_vv0
and	and	cc
Off	off	ii_rp
the	the	at
Record	record	nn1
,	,	y
is	be	vbz
that	that	dd1
belly	belly	nn1
dancing	dancing	nn1_vvg
causes	cause	vvz_nn2
tendinitis	tendinitis	nn1
.	.	y
Another	another	dd1
is	be	vbz
that	that	cst
she	she	pphs1
's	be	vbz
chummy	chummy	jj_nn1
with	with	iw
Nobel-prizewinning	nobel-prizewinning	jj	
novelist	novelist	nn1
and	and	cc
fellow	fellow	jj
Colombian	colombian	nn1_jj
GABRIEL	gabriel	np1
GARCIA	garcia	np1
MARQUEZ	marquez	np1
,	,	y
who	who	pnqs
,	,	y
in	in	ii
the	the	at
film	film	nn1
,	,	y
visits	visit	vvz@_nn2
Shakira	shakira	np1_nn1@	
backstage	backstage	rl_jj
in	in	ii
Mexico	mexico	np1
City	city	nn1
,	,	y
where	where	cs_rrq
he	he	pphs1
lives	live	vvz
.	.	y
In	in	ii
the	the	at
movie	movie	nn1
Shakira	shakira	np1_nn1@	
describes	describe	vvz
the	the	at
author	author	nn1
as	as	ii
"	"	"
one	one	mc1
of	of	io
those	those	dd2
people	people	nn
who	who	pnqs
will	will	vm
never	never	rr
die	die	vvi
,	,	y
for	for	rr21
sure	sure	rr22
not	not	xx
in	in	ii
my	my	appge
heart	heart	nn1
.	.	y
"	"	"
The	the	at
two	two	mc
met	meet	vvd_vvn
in	in	ii
1999	1999	mc
when	when	rrq
Garcia	garcia	np1
Marquez	marquez	np1
interviewed	interview	vvd
Shakira	shakira	np1
for	for	if
a	a	at1
magazine	magazine	nn1
,	,	y
a	a	at1
planned	planned	jj@
one-hour	one-hour	jj_nnt1
chat	chat	nn1_vv0
that	that	cst
lasted	last	vvd
five	five	mc
.	.	y
Comparing	compare	vvg
navel	navel	nn1
rings	ring	vvz_nn2
perhaps	perhaps	rr
?	?	y
