@@365722	##	fo
ELTON	elton	np1
JOHN	john	np1
is	be	vbz
starting	start	vvg
to	to	to
remind	remind	vvi
us	us	ppio2
of	of	io
that	that	dd1
curmudgeonly	curmudgeonly	rr
relative	relative	nn1_jj
who	who	pnqs
blurts	blurt	vvz
out	out	rp
what	what	ddq
everyone	everyone	pn1
else	else	rr
is	be	vbz
really	really	rr
thinking	think	vvg
at	at	ii
the	the	at
family	family	nn1
reunion	reunion	nn1
.	.	y
While	while	cs
accepting	accept	vvg
a	a	at1
songwriting	songwriting	nn1_jj@
award	award	nn1
in	in	ii
London	london	np1
last	last	md
week	week	nnt1
,	,	y
the	the	at
elder	elder	jjr_nn1
rocker	rocker	nn1
,	,	y
57	57	mc
,	,	y
griped	gripe	vvd
that	that	cst
he	he	pphs1
could	could	vm
n't	n't	xx
believe	believe	vvi
Madonna	madonna	np1
had	have	vhd
been	be	vbn
nominated	nominate	vvn
for	for	if
best	best	rrt_jjt
live	live	vv0_jj
act	act	nn1
.	.	y
"	"	"
Since	since	ii
when	when	rrq
has	have	vhz
lip	lip	nn1
synching	synching	nn1@	
been	be	vbn
live	live	jj_rr@
?	?	y
"	"	"
John	john	np1
asked	ask	vvd
.	.	y
"	"	"
Madonna	madonna	np1
,	,	y
best	best	rrt_jjt
expletive	expletive	jj_nn1
live	live	jj
act	act	nn1
?	?	y
Expletive	expletive	nn1_jj	
off	off	rp
.	.	y
"	"	"
Last	last	md
month	month	nnt1
John	john	np1
called	call	vvd@
a	a	at1
group	group	nn1
of	of	io
Taiwanese	taiwanese	jj
paparazzi	paparazzi	nn2
who	who	pnqs
ambushed	ambush	vvd
him	him	ppho1
"	"	"
rude	rude	jj
,	,	y
vile	vile	jj
pigs	pig	nn2
.	.	y
"	"	"
And	and	cc
last	last	md
spring	spring	nn1
he	he	pphs1
called	call	vvd@
the	the	at
reality	reality	nn1
show	show	vv0_nn1
American	american	jj
Idol	idol	nn1
"	"	"
racist	racist	nn1
"	"	"
after	after	ii
two	two	mc
black	black	jj
contestants	contestant	nn2
were	be	vbdr
eliminated	eliminate	vvn
.	.	y
The	the	at
Rocket	rocket	nn1
Man	man	nn1
's	's	ge_vbz
recent	recent	jj
sounding	sound	vvg_nn1@
off	off	rp
could	could	vm
be	be	vbi
a	a	at1
publicity	publicity	nn1
stunt	stunt	nn1_vv0
,	,	y
or	or	cc
his	his	appge
cheekiness	cheekiness	nn1
magnified	magnify	vvn
by	by	ii
age	age	nn1
and	and	cc
wealth	wealth	nn1
 -- 	--	nn1
or	or	cc
an	an	at1
audition	audition	nn1
for	for	if
Andy	andy	np1
Rooney	rooney	np1
's	's	ge
spot	spot	nn1_rr21@
on	on	ii_rr22
60	60	mc
Minutes	minute	nnt2
.	.	y
