@@366513	##	fo
Early	early	rr_jj
in	in	ii
1998	1998	mc
,	,	y
William	william	np1
Ding	ding	fu_np1@
,	,	y
then	then	rt
26	26	mc
,	,	y
took	take	vvd
a	a	at1
bet	bet	nn1
on	on	ii
his	his	appge
future	future	nn1_jj
.	.	y
After	after	ii_cs
four	four	mc
years	year	nnt2
of	of	io
writing	write	vvg_nn1
software	software	nn1
in	in	ii
the	the	at
southern	southern	jj
Chinese	chinese	jj
city	city	nn1
of	of	io
Guangzhou	guangzhou	np1_nn1
,	,	y
he	he	pphs1
had	have	vhd
saved	save	vvn
$60,000	$60,000	nnu
 -- 	--	nn1_jj
enough	enough	rr
to	to	to
pay	pay	vvi
for	for	if
him	him	ppho1
to	to	to
study	study	vvi
at	at	ii
Stanford	stanford	np1
.	.	y
China	china	np1
's	's	ge
Internet	internet	nn1_np1
was	be	vbdz
then	then	rt
in	in	ii
its	its	appge
infancy	infancy	nn1
,	,	y
with	with	iw
fewer	fewer	dar
than	than	csn
1	1	mc1
million	million	m
users	user	nn2
.	.	y
But	but	ccb
he	he	pphs1
sensed	sense	vvd
it	it	pph1
was	be	vbdz
about	about	rpk
to	to	to
explode	explode	vvi
,	,	y
and	and	cc
decided	decide	vvd_vvn
to	to	to
stay	stay	vvi
in	in	ii
China	china	np1
and	and	cc
set	set	vvd_vv0_vvn
up	up	rp
his	his	appge
own	own	da
Internet	internet	nn1
company	company	nn1
,	,	y
