@@375382	##	fo
$92.4	$92.4	nnu	
million	million	m
Penalties	penalty	nn2
levied	levy	vvn
against	against	ii
Guidant	guidant	np1_nn1	
's	's	ge
Endovascular	endovascular	jj	
Technologies	technology	nn2
unit	unit	nn1
for	for	if
hiding	hide	vvg
flaws	flaw	nn2
in	in	ii
a	a	at1
device	device	nn1
it	it	pph1
makes	make	vvz
to	to	to
treat	treat	vvi
weak	weak	jj
arteries	artery	nn2
without	without	iw
surgery	surgery	nn1
;	;	y
it	it	pph1
's	be	vbz
largest	large	jjt
ever	ever	rr
for	for	if
a	a	at1
medical-technology	medical-technology	jj_nn1	
firm	firm	nn1
<P>	<p>	null	
2,628	2,628	mc
Number	number	nn1
of	of	io
complaints	complaint	nn2
about	about	ii
the	the	at
device	device	nn1
that	that	cst
Endovascular	endovascular	np1	
concealed	conceal	vvd
from	from	ii
the	the	at
government	government	nn1
<P>	<p>	null	
12	12	mc
Number	number	nn1
of	of	io
deaths	death	nn2
that	that	cst
resulted	result	vvd
from	from	ii
the	the	at
device	device	nn1
's	's	ge
malfunction	malfunction	nn1
<P>	<p>	null	
$10	$10	nnu
million	million	m
Annual	annual	jj
cost	cost	nn1
to	to	ii
U.S.	u.s.-	np1
taxpayers	taxpayer	nn2
for	for	if
TV	tv	nn1
Marti	marti	np1
,	,	y
a	a	at1
Miami-based	miami-based	jj_nn1
television	television	nn1
station	station	nn1
that	that	cst
broadcasts	broadcast	vvz@_nn2
pro-democracy	pro-democracy	jj
programming	program	nn1
to	to	ii
Cuba	cuba	np1
<P>	<p>	null	
0	0	mc
Number	number	nn1
of	of	io
Cuban	cuban	jj
viewers	viewer	nn2
who	who	pnqs
can	can	vm
legally	legally	rr
get	get	vvi
TV	tv	nn1
Marti	marti	np1
(	(	y
the	the	at
Castro	castro	np1
government	government	nn1
blocks	block	vvz@_nn2
the	the	at
signal	signal	nn1
)	)	y
<P>	<p>	null	
45	45	mc
Number	number	nn1
of	of	io
years	year	nnt2
between	between	ii
the	the	at
last	last	md
two	two	mc
no-hitters	no-hitter	nn2
thrown	throw	vvn
against	against	ii
the	the	at
New	new	np1
York	york	np1
Yankees	yankee	nn2
 -- 	--	nn1_jj
a	a	at1
major	major	jj
league	league	nn1
record	record	nn1
<P>	<p>	null	
6	6	mc
Number	number	nn1
of	of	io
Houston	houston	np1
Astros	astros	np1
pitchers	pitcher	nn2
who	who	pnqs
combined	combine	vvd
to	to	to
no-hit	no-hit	vvi
the	the	at
Yankees	yankee	nn2
last	last	md
week	week	nnt1
 -- 	--	nn1
a	a	at1
major	major	jj
league	league	nn1
record	record	nn1
