@@369704	##	fo
This	this	dd1
singer-guitarist	singer-guitarist	nn1	
writes	write	vvz
songs	song	nn2
that	that	cst
have	have	vh0
the	the	at
lost	lose	jj@
,	,	y
lonely	lonely	jj
feeling	feel	nn1
of	of	io
the	the	at
last	last	md
drunk	drunk	jj_nn1%
left	left	nn1@_jj_vvn_vvd
in	in	ii
a	a	at1
dive	dive	nn1
bar	bar	nn1
at	at	ii
closing	closing	jj_vvg
time	time	nnt1
.	.	y
White	white	np1@_nn1@_jj
is	be	vbz
a	a	at1
country	country	nn1
singer	singer	nn1
,	,	y
but	but	ccb
not	not	xx
necessarily	necessarily	rr
from	from	ii
any	any	dd
country	country	nn1
on	on	ii
this	this	dd1
planet	planet	nn1
:	:	y
several	several	da2
of	of	io
the	the	at
songs	song	nn2
on	on	ii
this	this	dd1
album	album	nn1
were	be	vbdr
produced	produce	vvn
by	by	ii
members	member	nn2
of	of	io
the	the	at
trip-hop	trip-hop	jj_nn1	
band	band	nn1
Morcheeba	morcheeba	np1_nn1@	
,	,	y
and	and	cc
drawing	draw	vvg_nn1
from	from	ii
that	that	dd1
group	group	nn1
's	's	ge
spirit	spirit	nn1
,	,	y
the	the	at
tracks	track	nn2
beep	beep	vv0_nn1
and	and	cc
buzz	buzz	fu
and	and	cc
whir	whir	vv0_nn1
like	like	ii_jj@
UFOs	ufo	nn2_np2
zipping	zip	vvg
across	across	ii
a	a	at1
prairie	prairie	nn1
sky	sky	nn1
.	.	y
There	there	ex
are	be	vbr
a	a	at1
couple	couple	nn1
of	of	io
meandering	meander	vvg_jj@_nn1@
stretches	stretch	nn2_vvz
where	where	rrq_cs
the	the	at
disparate	disparate	jj
elements	element	nn2
do	do	vd0
n't	n't	xx
quite	quite	rr@
come	come	vvi
together	together	rl
,	,	y
but	but	ccb
any	any	dd
CD	cd	nn1
that	that	cst
features	feature	vvz@_nn2
titles	title	nn2
like	like	rr%_vv0@_ii_cs%
Handcuffed	handcuff	vvn_jj@	
to	to	ii
a	a	at1
Fence	fence	nn1
in	in	ii
Mississippi	mississippi	np1
and	and	cc
God	god	np1
Was	be	vbdz
Drunk	drink	vvn@_jj
When	when	cs_rrq
He	he	pphs1
Made	make	vvd
Me	me	ppio1
can	can	vm
be	be	vbi
forgiven	forgive	vvn
a	a	at1
few	few	da2
dull	dull	jj
spots	spot	nn2
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Christopher	christopher	np1
John	john	np1
Farley	farley	np1
