@@364072	##	fo
Even	even	rr
by	by	ii
her	her	appge
bass	bass	jj_nn1
baritone	baritone	nn1
 -- 	--	nn1_jj
level	level	nn1_jj
standards	standard	nn2
of	of	io
public	public	jj_nn1
decency	decency	nn1
,	,	y
COURTNEY	courtney	np1
LOVE	love	nn1
has	have	vhz
sunk	sink	vvn
to	to	ii
a	a	at1
new	new	jj
low	low	jj_nn1@
.	.	y
On	on	ii
Late	late	jj
Show	show	nn1
with	with	iw
David	david	np1
Letterman	letterman	np1
last	last	md
week	week	nnt1
,	,	y
the	the	at
singer-actress	singer-actress	nn1
babbled	babble	vvd_vvn@
about	about	ii
drug	drug	nn1
charges	charge	nn2
she	she	pphs1
faces	face	vvz
and	and	cc
repeatedly	repeatedly	rr
bared	bare	vvd
her	her	appge
bosoms	bosom	nn2
.	.	y
At	at	ii
a	a	at1
New	new	np1
York	york	np1
City	city	nn1
club	club	nn1
that	that	cst_dd1
same	same	da
night	night	nnt1
,	,	y
the	the	at
rock	rock	nn1
widow	widow	nn1
allegedly	allegedly	rr
tossed	toss	vvn_vvd
a	a	at1
microphone	microphone	nn1
stand	stand	nn1_vv0
into	into	ii
the	the	at
crowd	crowd	nn1
,	,	y
injuring	injure	vvg
a	a	at1
man	man	nn1
and	and	cc
getting	get	vvg
charged	charge	vvn
with	with	iw
assault	assault	nn1
.	.	y
Love	love	nn1
's	's	ge
publicist	publicist	nn1
says	say	vvz
,	,	y
"	"	"
She	she	pphs1
will	will	vm
be	be	vbi
vindicated	vindicate	vvn@
.	.	y
"	"	"
The	the	at
only	only	jj
person	person	nn1
to	to	to
profit	profit	vvi
from	from	ii
the	the	at
display	display	nn1
was	be	vbdz
Whitney	whitney	np1
Houston	houston	np1
,	,	y
whose	whose	ddqge
entry	entry	nn1
into	into	ii
rehab	rehab	nn1
earlier	early	rrr
in	in	ii
the	the	at
week	week	nnt1
was	be	vbdz
soon	soon	rr
forgotten	forget	vvn
.	.	y
