@@375677	##	fo
HURTS	hurt	vvz
<P>	<p>	null	
JOHN	john	np1
KERRY	kerry	np1
Dean	dean	np1
's	's	ge
rise	rise	nn1
has	have	vhz
pushed	push	vvn
Kerry	kerry	np1
into	into	ii
the	the	at
wings	wing	nn2
and	and	cc
jeopardized	jeopardize	vvn
the	the	at
Senator	senator	nn1
's	's	ge
chances	chance	nn2
in	in	ii
his	his	appge
must-win	must-win	jj
state	state	nn1
of	of	io
New	new	np1
Hampshire	hampshire	np1
;	;	y
expect	expect	vv0
their	their	appge
fight	fight	nn1
to	to	to
get	get	vvi
uglier	ugly	jjr
<P>	<p>	null	
HURTS	hurt	vvz
<P>	<p>	null	
JOE	joe	np1
LIEBERMAN	lieberman	np1
Lieberman	lieberman	np1
hoped	hope	vvd
to	to	to
fight	fight	vvi
Kerry	kerry	np1
for	for	if
New	new	np1
Hampshire	hampshire	np1
,	,	y
but	but	ccb
Dean	dean	np1
has	have	vhz
pushed	push	vvn
him	him	ppho1
into	into	ii
third	third	md
,	,	y
and	and	cc
as	as	csa_ii@
Dean	dean	np1
nudges	nudge	vvz
the	the	at
race	race	nn1
to	to	ii
the	the	at
left	leave	jj_nn1@
,	,	y
Lieberman	lieberman	np1_nn1
may	may	vm
look	look	vvi
too	too	rg
conservative	conservative	jj
<P>	<p>	null	
HURTS	hurt	vvz
<P>	<p>	null	
BOB	bob	np1
GRAHAM	graham	np1
Dean	dean	np1
swiped	swipe	vvd
the	the	at
Florida	florida	np1
Senator	senator	nn1
's	's	ge
best	best	jjt_rrt
issue	issue	nn1_vv0
,	,	y
his	his	appge
opposition	opposition	nn1
to	to	ii
the	the	at
war	war	nn1
,	,	y
and	and	cc
this	this	dd1
helped	help	vvn_vvd_jj@
relegate	relegate	vvi
him	him	ppho1
to	to	ii
the	the	at
second	second	md
tier	tier	nn1
<P>	<p>	null	
HELPS	help	nn2@_vvz
<P>	<p>	null	
DICK	dick	np1
GEPHARDT	gephardt	np1_nn1	
If	if	cs
Dean	dean	np1
cancels	cancel	vvz
out	out	rp
Kerry	kerry	np1
,	,	y
Gephardt	gephardt	np1
could	could	vm
become	become	vvi
the	the	at
default	default	nn1
party	party	nn1
favorite	favorite	nn1
,	,	y
but	but	ccb
Dean	dean	np1
is	be	vbz
also	also	rr
pushing	push	vvg
hard	hard	rr_jj
in	in	ii
Iowa	iowa	np1
,	,	y
Gephardt	gephardt	np1
's	's	ge
must-win	must-win	jj
backyard	backyard	nn1
<P>	<p>	null	
HELPS	help	nn2@_vvz
<P>	<p>	null	
JOHN	john	np1
EDWARDS	edwards	np1
Dean	dean	np1
has	have	vhz
taken	take	vvn
the	the	at
sheen	sheen	nn1
off	off	ii
North	north	nd1
Carolina	carolina	np1
's	's	ge
glossy	glossy	jj
Senator	senator	nn1
,	,	y
but	but	ccb
if	if	cs
Dean	dean	np1
beats	beat	vvz
Kerry	kerry	np1
up	up	ii@_rp
North	north	nd1
,	,	y
Edwards	edwards	np1
could	could	vm
bill	bill	nn1_vv0%
himself	himself	ppx1
as	as	ii_csa
the	the	at
moderate	moderate	jj
savior	savior	nn1
in	in	ii
the	the	at
South	south	nd1
