@@372397	##	fo
If	if	cs
a	a	at1
metal	metal	nn1
tree	tree	nn1
rises	rise	vvz_nn2
in	in	ii
a	a	at1
park	park	nn1
and	and	cc
no	no	pn121
one	one	pn122
notices	notice	vvz
,	,	y
is	be	vbz
it	it	pph1
art	art	nn1
?	?	y
If	if	cs
it	it	pph1
's	be	vbz
part	part	nn1
of	of	io
the	the	at
2002	2002	mc
Whitney	whitney	np1
Biennial	biennial	nn1
,	,	y
it	it	pph1
is	be	vbz
.	.	y
Less	less	rrr
an	an	at1
art	art	nn1
show	show	nn1
than	than	csn
a	a	at1
retinal	retinal	jj
fun	fun	jj_nn1
fair	fair	jj_rr@
,	,	y
the	the	at
Biennial	biennial	nn1
's	's	ge
sweep	sweep	nn1
is	be	vbz
so	so	rg_rr
broad	broad	jj
that	that	cst
when	when	cs
a	a	at1
televangelist	televangelist	nn1
prays	pray	vvz
for	for	if
art	art	nn1
in	in	ii
one	one	mc1
work	work	nn1
,	,	y
one	one	pn1_mc1
is	be	vbz
tempted	tempt	vvn
to	to	to
shout	shout	vvi
"	"	"
Amen	amen	uh
.	.	y
"	"	"
