@@371993	##	fo
This	this	dd1
unusual	unusual	jj
off-Broadway	off-broadway	jj_nn1
theater	theater	nn1
piece	piece	nn1
explores	explore	vvz
the	the	at
case	case	nn1
of	of	io
Susan	susan	np1
Smith	smith	np1
,	,	y
the	the	at
South	south	np1
Carolina	carolina	np1
mother	mother	nn1
who	who	pnqs
drowned	drown	vvd
her	her	appge
children	child	nn2
by	by	ii
letting	let	vvg
her	her	appge
car	car	nn1
roll	roll	vvi
into	into	ii
a	a	at1
lake	lake	nn1
,	,	y
then	then	rt
lied	lie	vvd_vvn@
to	to	ii
police	police	nn2
that	that	cst
the	the	at
kids	kid	nn2
had	have	vhd
been	be	vbn
abducted	abduct	vvn
by	by	ii
a	a	at1
black	black	jj
man	man	nn1
.	.	y
Joe	joe	np1
Morton	morton	np1
,	,	y
playing	play	vvg
the	the	at
imagined	imagined	jj
culprit	culprit	nn1
,	,	y
and	and	cc
Sally	sally	np1
Murphy	murphy	np1
,	,	y
as	as	csa
Smith	smith	np1
,	,	y
alternately	alternately	rr
recap	recap	vv0
news	news	nn1
reports	report	vvz_nn2
on	on	ii
the	the	at
crime	crime	nn1
and	and	cc
give	give	vv0
voice	voice	nn1
to	to	ii
Eady	eady	np1
's	's	ge
poetic	poetic	jj
riffs	riff	nn2
on	on	ii
race	race	nn1
and	and	cc
stereotyping	stereotyping	nn1
.	.	y
It	it	pph1
's	be	vbz
sober	sober	jj
,	,	y
well-intentioned	well-intentioned	jj
evening	evening	nnt1
(	(	y
with	with	iw
evocative	evocative	jj
music	music	nn1
by	by	ii
Diedre	diedre	np1
Murray	murray	np1
)	)	y
that	that	cst_dd1
,	,	y
unfortunately	unfortunately	rr
,	,	y
gives	give	vvz
short	short	jj_rr@
shrift	shrift	nn1_vv0
to	to	ii
the	the	at
most	most	rgt
intriguing	intriguing	jj
questions	question	nn2
about	about	ii
the	the	at
crime	crime	nn1
(	(	y
like	like	vv0@_ii
why	why	rrq
Smith	smith	np1
did	do	vdd
it	it	pph1
)	)	y
and	and	cc
fails	fail	vvz
to	to	to
engage	engage	vvi
us	us	ppio2
dramatically	dramatically	rr
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Richard	richard	np1
Zoglin	zoglin	np1	
