@@335142	##	fo
EXPECTING	expect	vvg
.	.	y
Mariel	mariel	np1@	
Hemingway	hemingway	np1
,	,	y
25	25	mc
,	,	y
lissome	lissome	jj
actress	actress	nn1
(	(	y
Manhattan	manhattan	np1
,	,	y
Personal	personal	jj
Best	best	jjt
,	,	y
Star	star	nn1_vv0@
80	80	mc
)	)	y
and	and	cc
granddaughter	granddaughter	nn1
of	of	io
Novelist	novelist	nn1
Ernest	ernest	np1
Hemingway	hemingway	np1
,	,	y
and	and	cc
her	her	appge
husband	husband	nn1
Stephen	stephen	np1
Crisman	crisman	np1	
,	,	y
37	37	mc
,	,	y
who	who	pnqs
supervises	supervise	vvz
Sam	sam	np1
's	's	ge
Cafe	cafe	nn1
,	,	y
the	the	at
couple	couple	nn1
's	's	ge_vbz
fashionable	fashionable	jj
New	new	np1
York	york	np1
City	city	nn1
restaurant	restaurant	nn1
:	:	y
their	their	appge
first	first	md
child	child	nn1
;	;	y
in	in	ii
December	december	npm1
.	.	y
