@@334454	##	fo
Her	her	appge
sportswear	sportswear	nn1
is	be	vbz
renowned	renowned	jj
for	for	if
its	its	appge
sexy	sexy	jj
variations	variation	nn2
on	on	ii
the	the	at
sweatshirt	sweatshirt	nn1
,	,	y
but	but	ccb
lately	lately	rr
Designer	designer	nn1
Norma	norma	np1
Kamali	kamali	np1_nn1
has	have	vhz
been	be	vbn
perspiring	perspire	vvg
about	about	ii_rp@
her	her	appge
unwanted	unwanted	jj
association	association	nn1
with	with	iw
a	a	at1
different	different	jj
fashion	fashion	nn1
tradition	tradition	nn1
:	:	y
the	the	at
sweatshop	sweatshop	nn1
.	.	y
Last	last	md
week	week	nnt1
the	the	at
New	new	np1
York	york	np1
State	state	nn1
department	department	nn1
of	of	io
labor	labor	nn1
said	say	vvd
it	it	pph1
had	have	vhd
slapped	slap	vvn
Kamali	kamali	nn1_jj_np1	
with	with	iw
a	a	at1
record	record	nn1
$10,000	$10,000	nnu
fine	fine	jj
for	for	if
illegally	illegally	rr
employing	employ	jj_vvg
workers	worker	nn2
to	to	to
cut	cut	vvi
and	and	cc
sew	sew	vvi
garments	garment	nn2
for	for	if
her	her	ppho1
at	at	ii
home	home	nn1
.	.	y
It	it	pph1
was	be	vbdz
the	the	at
first	first	md
time	time	nnt1
a	a	at1
big-name	big-name	jj_nn1
designer	designer	nn1
had	have	vhd
been	be	vbn
singled	single	vvn
out	out	rp
for	for	if
breaking	break	vvg
the	the	at
state	state	nn1
's	's	ge
1935	1935	mc
sweatshop	sweatshop	nn1
law	law	nn1
.	.	y
Kamali	kamali	nn2_np1@	
stopped	stop	vvd_vvn
using	use	vvg
the	the	at
homeworkers	homeworkers	nn2	
,	,	y
mostly	mostly	rr
Hispanic	hispanic	jj
and	and	cc
Asian	asian	jj_nn1@
,	,	y
when	when	cs_rrq
state	state	nn1_vv0
labor	labor	nn1
officials	official	nn2
began	begin	vvd
in	in	ii
December	december	npm1
to	to	to
look	look	vvi
into	into	ii
complaints	complaint	nn2
from	from	ii
the	the	at
International	international	jj
Ladies	lady	nn2
Garment	garment	nn1
Workers	worker	nn2
Union	union	nn1_np1
.	.	y
Partly	partly	rr
because	because	ii21
of	of	ii22
the	the	at
lost	lose	jj@
production	production	nn1
,	,	y
the	the	at
designer	designer	nn1
decided	decide	vvd_vvn
to	to	to
stop	stop	vvi
supplying	supply	vvg
clothes	clothes	nn2
to	to	ii
any	any	dd
stores	store	nn2
other	other	ii21
than	than	ii22
her	her	appge_ppho1
two	two	mc
Manhattan	manhattan	np1
shops	shop	nn2_vvz@
.	.	y
